term,description,class_number,language
cushioning materials,"Finally, Class 22 includes padding, cushioning and stuffing materials, other than those made of paper or cardboard (which would be in Cl. 16) or those of rubber or plastics (which would be in Cl. 17).",22,en
stuffing materials,"Finally, Class 22 includes padding, cushioning and stuffing materials, other than those made of paper or cardboard (which would be in Cl. 16) or those of rubber or plastics (which would be in Cl. 17).",22,en
padding materials of paper,"Finally, Class 22 includes padding, cushioning and stuffing materials, other than those made of paper or cardboard (which would be in Cl. 16) or those of rubber or plastics (which would be in Cl. 17).",16,en
padding materials of cardboard,"Finally, Class 22 includes padding, cushioning and stuffing materials, other than those made of paper or cardboard (which would be in Cl. 16) or those of rubber or plastics (which would be in Cl. 17).",16,en
padding materials of rubber,"Finally, Class 22 includes padding, cushioning and stuffing materials, other than those made of paper or cardboard (which would be in Cl. 16) or those of rubber or plastics (which would be in Cl. 17).",17,en
padding materials of plastics,"Finally, Class 22 includes padding, cushioning and stuffing materials, other than those made of paper or cardboard (which would be in Cl. 16) or those of rubber or plastics (which would be in Cl. 17).",17,en
stuffing of straw,"Padding and stuffing derived from natural sources (other than rubber), such as straw, horsehair, kapok, feathers and seaweed, are thus in Class 22.",22,en
stuffing of horsehair,"Padding and stuffing derived from natural sources (other than rubber), such as straw, horsehair, kapok, feathers and seaweed, are thus in Class 22.",22,en
stuffing of kapok,"Padding and stuffing derived from natural sources (other than rubber), such as straw, horsehair, kapok, feathers and seaweed, are thus in Class 22.",22,en
stuffing of feathers,"Padding and stuffing derived from natural sources (other than rubber), such as straw, horsehair, kapok, feathers and seaweed, are thus in Class 22.",22,en
stuffing of seaweed,"Padding and stuffing derived from natural sources (other than rubber), such as straw, horsehair, kapok, feathers and seaweed, are thus in Class 22.",22,en
